Book_Name,chapter,verse,sanskrit,translation,question,Commentary,English Verse,Chapter Name
Patanjali Yoga Sutras,4,18,सदाज्ञाताश्चित्तवृत्तयस्तत्प्रभोः पुरुषस्यापरिणामित्वात्,"The permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",Does the soul know the permutations of the mind? Does the soul know the mind? Does Purusha know the mind?,It is the fact that purusha does not change that allows it to perceive the changes that take place in the mind.,cittāntaradṛśye buddhibuddheratiprasaïgaḥ smṛtisaïkaraśca,Kaivalya-pāda
Patanjali Yoga Sutras,4,19,न तत्स्वाभासं दृश्यत्वात्,"Nor is the mind self-illuminating, because of its nature as the object of perception.",Is the mind self-illuminating? Does consciousness originate in the mind? Is mind the origin of consciousness?,For the mind to be self-luminous it would need to be seeing itself which is not the case.,citerapratisaïkramāyāstadākārāpattau svabuddhisaṃvedanam,Kaivalya-pāda
Patanjali Yoga Sutras,4,20,एकसमये चोभयानवधारणम्,There cannot be discernment of both (the mind and the object it perceives) at the same time. ,Can we observe both the mind and the objects at the same time?,This is another argument to prove the mind is not self-luminous.,draṣṭṛdṛśyoparaktaṃ cittaṃ sarvārtham,Kaivalya-pāda
Patanjali Yoga Sutras,4,21,चित्तान्तरदृश्ये बुद्धिबुद्धेरतिप्रसङ्गः स्मृतिसंकरश्च,"If (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. Moreover, there would also be confusion of memory.",Can one mind be cognized by another mind? Can one mind be experienced by another mind?,This Sutra shows the logical impossibility that one mind is perceiving another.,tadasaïkhyeyavāsanābhiścitramapi parārthaṃ saṃhatyakāritvāt,Kaivalya-pāda
Patanjali Yoga Sutras,4,22,चित्तेरप्रतिसंक्रमायास्तदाकारापत्तौ स्वबुद्धिसंवेदनम्,"Although it is unchanging, consciousness becomes aware of its own intelligence by means of pervading the forms assumed by the intelligence.",How does consciousness become aware of its own intelligence?,This Sutra is showing the source of the consciousness of the buddhi is the purusha. This and ver 4.34 are the only two Sutras to use the term cit.,viśeṣadarśina ātmabhāvabhāvanānivṛttiḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,23,द्रष्टृदृश्योपरक्तं चित्तं सर्वार्थम्,"The mind, colored by the seer as well as by that which is seen, knows all objects.",How does the mind become aware of objects? How does the mind experience the objects? How does the mind observe the universe?,This is developing the idea in the previous Sutra. Two reflections are necessary to perceive an object—that of the purusha and that of the object.,tadā vivekanimnaṃ kaivalyaprāgbhāraṃ cittam,Kaivalya-pāda
Patanjali Yoga Sutras,4,24,तदसंख्येयवासनाभिश्चित्रमपि परार्थं संहत्यकारित्वात्,"That mind, with its countless variegated subliminal impressions, exists for another entity (other than itself) because it operates in conjunction (with other instruments).",What is the purpose of the mind?,The mind is able to function because of the presence of the purusha. It is a collaborative event that involves the purusha.,tacchidreṣu pratyayāntarāṇi saṃskārebhyaḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,25,विशेषदर्शिन आत्मभावभावनानिवृत्तिः,"For one who sees the distinction (between the mind and the soul), reflecting on the nature of the self ceases.",What happens if we can see the difference between the mind and the soul?,Thoughts of mind as purusha cease forever.,hānameṣāṃ kleśavaduktam,Kaivalya-pāda
Patanjali Yoga Sutras,4,26,तदा विवेकनिम्नं कैवल्यप्राग्भारं चित्तम्,"At that point, the mind, inclined towards discrimination, gravitates toward ultimate liberation.",What does the mind seek after discrimination arises?,This is an automatic next step after the discontinuation of the projection of the self-sense.,prasaṃkhyāne ‘pyakusīdasya sarvathā vivekakhyāterdharmameghaḥ samādhiḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,27,तच्छिद्रेषु प्रत्ययान्तराणि संस्कारेभ्यः,During the intervals (in this state of discriminate awareness) other ideas (arise) because of previous samskaras.,Does the mind of a Yogi remain focussed all the time?,Any lapse in viewing the real you as the purusha and not the mind can allow the mind to dwell on past worldly activities.,tataḥ kleśakarmanivṛttiḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,28,हानमेषां क्लेशवदुक्तम्,The removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.,Do our samskaras cause suffering?,This refers to the use of involution and meditation as explained in aphorism II.10.,tadā sarvāvaraṇamalāpetasya jñānasyānantyājjñeyamalpam,Kaivalya-pāda
Patanjali Yoga Sutras,4,29,प्रसंख्यानेऽप्यकुसीदस्य सर्वथा विवेकख्यातेर्धर्ममेघः समाधिः,"For one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. ",What is dharma megha samadhi? Should we be detached with the fruits of meditation?,"The term dharma megha samadhi is not explained by Patanjali. This causes the translators to differ widely in their interpretation of what it is. Hariharananda’s take on it is: “It is known as virtue pouring cloud. As a cloud pours rain so this samadhi pours the highest virtue, i.e. success is then attained without effort. That samadhi is the highest achievement through yoga practice and constitutes perpetual discriminative enlightenment.”",tataḥ kṛtārthānāṃ pariṇāmakramasamāptirguṇānām,Kaivalya-pāda
Patanjali Yoga Sutras,4,30,ततः क्लेशकर्मनिवृत्तिः,From this comes the cessation of the klesas (impediments to yoga) and karma.,Can Karma also cease to exist?,Yogic disciplines have temporarily suspended the kleshas. The state of dharma mega samadhi eliminates them altogether. It also eliminates any remaining stored karma.,kṣaṇapratiyogī pariṇāmāparāntanirgrāhyaḥ kramaḥ,Kaivalya-pāda
Patanjali Yoga Sutras,4,31,तदा सर्वावरणमलापेतस्य ज्ञानस्याऽऽनन्त्याज्ज्ञेयमल्पम्,"At this point, because of the unlimited nature of knowledge when all impurities have been removed from it, that which remains to be known is little.",Can humans reach a state of omniscience?,Another aspect of the attainment of dharma mega samadhi is infinite wisdom.,puruṣārthaśūnyānāṃ guṇānāṃ pratiprasavaḥ kaivalyaṃ svarūpapratiṣṭhā vā citiśaktiriti,Kaivalya-pāda
Patanjali Yoga Sutras,4,32,ततः कृतार्थानां परिणामक्रमसमाप्तिर्गुणानाम्,"As a result, there is a cessation of the ongoing permutations of the gunas, their purpose now fulfilled.",Can the permutations of the Gunas cease?,The normal functioning of the mind comes to a natural conclusion.,puruṣārthaśūnyānāṃ guṇānāṃ pratiprasavaḥ kaivalyaṃ svarūpapratiṣṭhā vā citiśaktiriti,Kaivalya-pāda
Patanjali Yoga Sutras,4,33,क्षणप्रतियोगी परिणामापरान्तनिर्ग्राह्यः क्रमः,The progression (of any object through Time) corresponds to a (series of) moments. It is perceivable at the final (moment) of change.,How do we perceive time? What is time?,A sequence cannot be recognized until the end of it has been reached.,puruṣārthaśūnyānāṃ guṇānāṃ pratiprasavaḥ kaivalyaṃ svarūpapratiṣṭhā vā citiśaktiriti,Kaivalya-pāda
Patanjali Yoga Sutras,4,34,पुरुषार्थशून्यानां गुणानां प्रतिप्रसवः कैवल्यं स्वरूपप्रतिष्ठा वा चितिशक्तिरिति,"Ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",What is ultimate liberation? What happens to Prakriti when Purusha attains liberation?,"The purpose of the gunas is two-fold—to provide experience and finally liberation to the purusha. In kaivalya, prakriti is permanently gone; only purusha exists turned in on itself. As stated at the beginning of chapter one, when mental activity is restrained, the soul’s faculty that witnesses thoughts, naturally turns in on itself. However, this is temporary and only lasts until thoughts again arise. Whereas in kaivalya, the power of awareness is permanently established in itself.",puruṣārthaśūnyānāṃ guṇānāṃ pratiprasavaḥ kaivalyaṃ svarūpapratiṣṭhā vā citiśaktiriti,Kaivalya-pāda
